Address,Team,ban_1,ban_2,ban_3,ban_4,ban_5
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040061?gameHash=3d6baa0cc755c64b,blueBans,Morgana,Nidalee,Cassiopeia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040062?gameHash=69af528266947113,blueBans,Kalista,Maokai,Zed,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040068?gameHash=a5610f43cd3d602d,blueBans,Rumble,Morgana,Annie,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040074?gameHash=4a8f29871aa91c19,blueBans,Nidalee,Morgana,Rumble,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040080?gameHash=396617cc71cbceda,blueBans,Maokai,JarvanIV,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040096?gameHash=bc68309937870981,blueBans,Kassadin,Rumble,Veigar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040103?gameHash=a533f17d4bb03191,blueBans,Morgana,Rumble,Lulu,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040111?gameHash=ca91673c6bf73b8c,blueBans,Thresh,Zed,Maokai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040117?gameHash=50ad455b65d0dc4a,blueBans,Kassadin,Rumble,Thresh,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040123?gameHash=4ed8e2415375e46a,blueBans,Zed,Annie,Sion,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040132?gameHash=1a0b4fb7d835dfe3,blueBans,Irelia,JarvanIV,Morgana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040142?gameHash=829819eb50b6fb17,blueBans,Annie,RekSai,Hecarim,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040154?gameHash=9272190b156f9bfc,blueBans,Veigar,Maokai,Janna,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040161?gameHash=7fc7f4aac6a34613,blueBans,Kennen,Annie,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001040172?gameHash=ff0fdf86f60bcf5d,blueBans,Rumble,Kassadin,JarvanIV,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070013?gameHash=6a8317d85932ae7b,blueBans,Nidalee,JarvanIV,Morgana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070015?gameHash=07f89ba08ad1f2b3,blueBans,Kalista,Rumble,Kennen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070035?gameHash=035f73b1b70fb706,blueBans,Janna,Rumble,Morgana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070042?gameHash=dbec95dc7669c1c7,blueBans,Nidalee,Maokai,Morgana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070051?gameHash=3ed5ca8c2fcd81cd,blueBans,Irelia,Maokai,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070068?gameHash=b1130cf8f9c5e772,blueBans,Sivir,Lulu,Rumble,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070069?gameHash=4e2dfb93a17542c8,blueBans,Irelia,Leblanc,Morgana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070075?gameHash=3727ce1de86ecc9f,blueBans,LeeSin,Rumble,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070082?gameHash=58f8b7117f1a7717,blueBans,Kennen,Zed,Lissandra,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001070089?gameHash=ba06b386c0eeec8e,blueBans,Morgana,Leblanc,Maokai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090009?gameHash=b89b17c8ee1630d8,blueBans,LeeSin,Sejuani,Karthus,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090016?gameHash=d4307d5d69dea1fe,blueBans,Rumble,Zed,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090024?gameHash=23ee9058c5c4946d,blueBans,Morgana,Hecarim,Sejuani,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090037?gameHash=6aa9ab6b55af2223,blueBans,Sivir,Annie,Zed,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090051?gameHash=9aaefde3fdaf2f2c,blueBans,Leblanc,Nidalee,Irelia,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080064?gameHash=2cbe38094f0d00e3,blueBans,Maokai,Nidalee,Nunu,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080068?gameHash=86b3fe64916e9424,blueBans,Hecarim,Morgana,Sion,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080081?gameHash=98a968823226da0e,blueBans,Zed,Nidalee,Lissandra,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080093?gameHash=61f742f2d5f67b20,blueBans,Maokai,Sejuani,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080103?gameHash=b2ef740c15462370,blueBans,Kennen,RekSai,Sejuani,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090098?gameHash=7f32b00eeb67d88a,blueBans,Nidalee,Lissandra,Maokai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090100?gameHash=2b3115d7084d0981,blueBans,Kalista,Sion,Ahri,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090105?gameHash=bfad7537e1591dbb,blueBans,Nunu,Hecarim,Sejuani,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090113?gameHash=fe8ab7b253d94b5b,blueBans,Zed,Annie,Leblanc,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001090119?gameHash=d9a1285e2cf77999,blueBans,Hecarim,Sejuani,Vi,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080179?gameHash=31030c79dfcbecd4,blueBans,Rengar,Irelia,Sejuani,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080182?gameHash=33c18a702d5155ad,blueBans,Lulu,Nidalee,Zed,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080201?gameHash=1ffd232009cc61a5,blueBans,Nidalee,RekSai,Lulu,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080211?gameHash=0abe526de3932809,blueBans,Nidalee,Orianna,Leblanc,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080217?gameHash=e16620c2576464f0,blueBans,Karthus,Nidalee,LeeSin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080228?gameHash=390ff59be55613a0,blueBans,Annie,Vladimir,Maokai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001080232?gameHash=bbe4d9381900b70f,blueBans,Lulu,Corki,Sejuani,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190006?gameHash=2c537f1764b4fe87,blueBans,Leblanc,Kalista,Hecarim,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190028?gameHash=c85c4893ae61c2d9,blueBans,,,,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190040?gameHash=910d1678643730c4,blueBans,Thresh,RekSai,JarvanIV,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190046?gameHash=a5ac7b41ef215beb,blueBans,Rumble,Kassadin,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001190059?gameHash=1ae15002686d7962,blueBans,Irelia,Leblanc,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180082?gameHash=3467cc1b2599a75d,blueBans,Leblanc,Hecarim,Urgot,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180093?gameHash=31b2113c09acb5a7,blueBans,Leblanc,Gragas,Rumble,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180104?gameHash=a48365f487fb1750,blueBans,Maokai,Bard,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180113?gameHash=74539c15384418b4,blueBans,Irelia,KogMaw,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001180122?gameHash=55acf0acb737ca95,blueBans,,,,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200019?gameHash=de9772358b74ebeb,blueBans,Leblanc,Sejuani,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200024?gameHash=525b0cebe7826c61,blueBans,Hecarim,Alistar,Fizz,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200033?gameHash=037bf9c7473334ac,blueBans,Fizz,Yasuo,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200041?gameHash=fd70f3c7f0ef609b,blueBans,Bard,Ryze,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200052?gameHash=777e678b521201b8,blueBans,Evelynn,Nidalee,Thresh,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200067?gameHash=b9e59980115f03d2,blueBans,Alistar,Fizz,Yasuo,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200073?gameHash=b06276841c624ef9,blueBans,Fizz,Thresh,Hecarim,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200078?gameHash=f29e4aebf583c0ae,blueBans,Rumble,Gragas,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200083?gameHash=095f04e06c7fe592,blueBans,Hecarim,KogMaw,Varus,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001200090?gameHash=df0fb2ba5ee9d4c6,blueBans,Alistar,Kalista,JarvanIV,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210086?gameHash=80e7bfda914fd0c9,blueBans,Leblanc,Kalista,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210093?gameHash=3420cf4d13a780eb,blueBans,Azir,Rumble,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210098?gameHash=06368b209802df9f,blueBans,Rumble,Sivir,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210107?gameHash=0a832eea1bca60d1,blueBans,Kalista,Gragas,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210113?gameHash=7a5200c24e86c2f0,blueBans,Leblanc,Azir,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210125?gameHash=abdb717d8fc0a2fa,blueBans,Leblanc,Hecarim,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210129?gameHash=58b826f6b546ad66,blueBans,Nidalee,Thresh,Evelynn,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210134?gameHash=6a76db40b8416e0b,blueBans,Ekko,RekSai,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210139?gameHash=778895bd05d45d7b,blueBans,Urgot,TwistedFate,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001210144?gameHash=00bad4da4d94bdbf,blueBans,Irelia,Gragas,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220085?gameHash=5d1162b65434147d,blueBans,Rumble,Nidalee,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220097?gameHash=c970fe797f7c7fbc,blueBans,,,,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220119?gameHash=f64575c2b892654a,blueBans,Nidalee,Sivir,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220147?gameHash=970d17934a27fde4,blueBans,Irelia,Kalista,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220154?gameHash=ce71491688291223,blueBans,Gragas,Kalista,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230142?gameHash=3cbf3856b7ccd72e,blueBans,Nidalee,Vladimir,Ryze,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230143?gameHash=4ff786778f478000,blueBans,Irelia,Alistar,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230150?gameHash=73672037cba176d3,blueBans,Rumble,Gragas,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230162?gameHash=d68901bc63a8ff8d,blueBans,Ekko,Sivir,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230170?gameHash=97582812c668144d,blueBans,KogMaw,Sivir,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220243?gameHash=c778eada78a5eaf1,blueBans,RekSai,Alistar,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220254?gameHash=33635d04462c738e,blueBans,Alistar,KogMaw,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220266?gameHash=8749306da4ce243b,blueBans,Irelia,RekSai,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220272?gameHash=ef1053869a9b125d,blueBans,Alistar,Vladimir,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001220279?gameHash=0364e2e542b777a4,blueBans,Gragas,Shen,Kassadin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230233?gameHash=fecc2f4104a950b3,blueBans,Azir,Annie,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230235?gameHash=82225baf029a31c7,blueBans,RekSai,Azir,Ekko,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230243?gameHash=55d98f5310ec170a,blueBans,Ekko,RekSai,Bard,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230254?gameHash=3a0687fef919f99b,blueBans,Rumble,JarvanIV,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001230270?gameHash=4b281a331503e363,blueBans,Kassadin,Gragas,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250008?gameHash=f3b59b7b3345ab4c,blueBans,RekSai,Rumble,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250027?gameHash=f52cadec859b7d13,blueBans,Rumble,Nidalee,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250040?gameHash=0b2f5db5a1e87c90,blueBans,Sivir,,,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250054?gameHash=5b02452b53c7b6bc,blueBans,Urgot,TwistedFate,Hecarim,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250067?gameHash=3e243c509b701e4f,blueBans,Azir,Gragas,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250075?gameHash=fefc7dd282d9e0fa,blueBans,Sivir,Vladimir,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250085?gameHash=b02d31d8ef5d975a,blueBans,Nautilus,Maokai,Shen,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250093?gameHash=526acf576153f2fa,blueBans,Urgot,Nautilus,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250101?gameHash=83eb00ce756934c5,blueBans,Gragas,Nautilus,Annie,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001250106?gameHash=672a4fa9b979d6dd,blueBans,RekSai,Sivir,TwistedFate,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240099?gameHash=577df3f03e4e8f12,blueBans,Vladimir,Diana,Nautilus,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240109?gameHash=293158505dc5e57d,blueBans,Sivir,Alistar,TwistedFate,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240111?gameHash=9332f0b03bba2f3e,blueBans,Fizz,TwistedFate,Azir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240119?gameHash=cab05d1729348e41,blueBans,Sivir,Yasuo,Gnar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240127?gameHash=4b0c2f81e133b2c7,blueBans,RekSai,Kalista,Gragas,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240144?gameHash=a384641759a15cf6,blueBans,Nidalee,Sivir,JarvanIV,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240145?gameHash=6e0045268cfc1b5b,blueBans,Annie,Alistar,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240153?gameHash=287e3e94aa07d68d,blueBans,Olaf,Kalista,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240165?gameHash=e2e96608cd47c7ae,blueBans,Azir,Kalista,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001240173?gameHash=1b3ea3710789e7e4,blueBans,Sivir,Vladimir,Diana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260017?gameHash=02b9060a6ab61fc5,blueBans,Nidalee,Gragas,RekSai,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260018?gameHash=c3ec23394a795120,blueBans,Azir,RekSai,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260029?gameHash=275ed6142ee32d7c,blueBans,Azir,Annie,Nidalee,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260036?gameHash=fc1dcf6ede04ee34,blueBans,Azir,Kalista,TwistedFate,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260045?gameHash=e1589c25acb7a1f3,blueBans,Annie,Kalista,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260059?gameHash=7483afd2dbea6ff7,blueBans,Nidalee,Shen,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260071?gameHash=ad906c10b354307e,blueBans,Alistar,Fizz,Tristana,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260073?gameHash=f82fa235ee6ed757,blueBans,Azir,Kalista,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260081?gameHash=3e2cc872b1ad9c5b,blueBans,Nidalee,TwistedFate,Nautilus,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001260089?gameHash=7505e3c372fdf91f,blueBans,Urgot,Rumble,Sivir,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290006?gameHash=709fb5f21c47682b,blueBans,Azir,Sivir,Alistar,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290011?gameHash=176010635e0054d0,blueBans,Rumble,TwistedFate,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290018?gameHash=d90c172fc49ede4a,blueBans,TwistedFate,KogMaw,LeeSin,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290026?gameHash=d17953813c0bfbb0,blueBans,Azir,Annie,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001290040?gameHash=f51d237361ebf853,blueBans,Rumble,RekSai,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280047?gameHash=afb46527445584c1,blueBans,Alistar,Annie,Kalista,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280054?gameHash=81607d39cb296bc7,blueBans,Nidalee,Tristana,Braum,,
http://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH1/1001280062?gameHash=69fe7bdd0207d7e7,blueBans,Rumble,Kalista,Maokai,,
